event_key,source,source_event_id,source_series_id,datetime_utc,date_label,time_label,time_is_exact,country,currency,title,category,impact,actual,forecast,previous,revised_previous,unit,actual_raw,forecast_raw,previous_raw,revised_previous_raw,surprise,surprise_pct,source_better_worse,source_url,fetched_at_utc
forexfactory:148919,forexfactory,148919,10,2026-01-22T17:00:00Z,"Jan 22, 2026",11:00am,True,US,USD,Crude Oil Inventories,OTHER,low,3.6,-1.0,3.4,,M,3.6M,-1.0M,3.4M,,4.6,4.6,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150035,forexfactory,150035,173,2026-01-22T21:45:00Z,"Jan 22, 2026",3:45pm,True,NZ,NZD,CPI q/q,CPI,high,0.6,0.5,1.0,,%,0.6%,0.5%,1.0%,,0.1,0.2,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150897,forexfactory,150897,817,2026-01-22T22:00:00Z,"Jan 22, 2026",4:00pm,True,AU,AUD,Flash Manufacturing PMI,OTHER,low,52.4,,52.2,51.6,,52.4,,52.2,51.6,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150898,forexfactory,150898,818,2026-01-22T22:00:00Z,"Jan 22, 2026",4:00pm,True,AU,AUD,Flash Services PMI,OTHER,low,56.0,,51.0,51.1,,56.0,,51.0,51.1,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149910,forexfactory,149910,174,2026-01-22T23:30:00Z,"Jan 22, 2026",5:30pm,True,JN,JPY,National Core CPI y/y,CPI,low,2.4,2.4,3.0,,%,2.4%,2.4%,3.0%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150678,forexfactory,150678,188,2026-01-23T00:01:00Z,"Jan 22, 2026",6:01pm,True,UK,GBP,GfK Consumer Confidence,OTHER,low,-16.0,-17.0,-17.0,,,-16,-17,-17,,1.0,0.058824,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150921,forexfactory,150921,595,2026-01-23T00:30:00Z,"Jan 22, 2026",6:30pm,True,JN,JPY,Flash Manufacturing PMI,OTHER,low,51.5,50.1,49.7,50.0,,51.5,50.1,49.7,50.0,1.4,0.027944,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148541,forexfactory,148541,641,2026-01-23T03:07:00Z,"Jan 22, 2026",9:07pm,True,JN,JPY,BOJ Policy Rate,OTHER,high,,,,,,<0.75%,<0.75%,<0.75%,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148542,forexfactory,148542,371,2026-01-23T03:07:00Z,"Jan 22, 2026",9:07pm,True,JN,JPY,Monetary Policy Statement,OTHER,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148543,forexfactory,148543,426,2026-01-23T03:07:00Z,"Jan 22, 2026",9:07pm,True,JN,JPY,BOJ Outlook Report,OTHER,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148544,forexfactory,148544,20,2026-01-23T06:30:00Z,"Jan 23, 2026",12:30am,True,JN,JPY,BOJ Press Conference,OTHER,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:151602,forexfactory,151602,105,2026-01-23T07:00:00Z,"Jan 23, 2026",1:00am,True,UK,GBP,Retail Sales m/m,RETAIL_SALES,high,0.4,0.0,-0.1,,%,0.4%,0.0%,-0.1%,,0.4,,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147598,forexfactory,147598,268,2026-01-23T08:15:00Z,"Jan 23, 2026",2:15am,True,FR,EUR,French Flash Manufacturing PMI,OTHER,medium,51.0,50.4,50.6,50.7,,51.0,50.4,50.6,50.7,0.6,0.011905,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147599,forexfactory,147599,269,2026-01-23T08:15:00Z,"Jan 23, 2026",2:15am,True,FR,EUR,French Flash Services PMI,OTHER,medium,47.9,50.3,50.2,50.1,,47.9,50.3,50.2,50.1,-2.4,-0.047714,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147600,forexfactory,147600,266,2026-01-23T08:30:00Z,"Jan 23, 2026",2:30am,True,GE,EUR,German Flash Manufacturing PMI,OTHER,high,48.7,47.8,47.7,47.0,,48.7,47.8,47.7,47.0,0.9,0.018828,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147601,forexfactory,147601,267,2026-01-23T08:30:00Z,"Jan 23, 2026",2:30am,True,GE,EUR,German Flash Services PMI,OTHER,high,53.3,52.6,52.6,52.7,,53.3,52.6,52.6,52.7,0.7,0.013308,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147602,forexfactory,147602,263,2026-01-23T09:00:00Z,"Jan 23, 2026",3:00am,True,EZ,EUR,Flash Manufacturing PMI,OTHER,low,49.4,49.1,49.2,48.8,,49.4,49.1,49.2,48.8,0.3,0.00611,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147603,forexfactory,147603,244,2026-01-23T09:00:00Z,"Jan 23, 2026",3:00am,True,EZ,EUR,Flash Services PMI,OTHER,low,51.9,52.6,52.6,52.4,,51.9,52.6,52.6,52.4,-0.7,-0.013308,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146708,forexfactory,146708,444,2026-01-23T09:15:00Z,"Jan 23, 2026",Day 5,False,WW,All,WEF Annual Meetings,OTHER,medium,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147604,forexfactory,147604,837,2026-01-23T09:30:00Z,"Jan 23, 2026",3:30am,True,UK,GBP,Flash Manufacturing PMI,OTHER,high,51.6,50.6,51.2,50.6,,51.6,50.6,51.2,50.6,1.0,0.019763,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147605,forexfactory,147605,836,2026-01-23T09:30:00Z,"Jan 23, 2026",3:30am,True,UK,GBP,Flash Services PMI,OTHER,high,54.3,51.7,52.1,51.4,,54.3,51.7,52.1,51.4,2.6,0.05029,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152081,forexfactory,152081,894,2026-01-23T09:30:00Z,"Jan 23, 2026",3:30am,True,UK,GBP,MPC Member Greene Speaks,OTHER,low,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152082,forexfactory,152082,832,2026-01-23T10:00:00Z,"Jan 23, 2026",4:00am,True,EZ,EUR,ECB President Lagarde Speaks,OTHER,medium,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150206,forexfactory,150206,457,2026-01-23T12:11:00Z,"Jan 23, 2026",6:11am,True,CH,CNY,Foreign Direct Investment ytd/y,OTHER,low,-9.5,,-7.5,,%,-9.5%,,-7.5%,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146655,forexfactory,146655,104,2026-01-23T13:30:00Z,"Jan 23, 2026",7:30am,True,CA,CAD,Retail Sales m/m,RETAIL_SALES,medium,1.3,1.2,-0.2,-0.3,%,1.3%,1.2%,-0.2%,-0.3%,0.1,0.083333,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146656,forexfactory,146656,103,2026-01-23T13:30:00Z,"Jan 23, 2026",7:30am,True,CA,CAD,Core Retail Sales m/m,RETAIL_SALES,medium,1.7,1.0,-0.6,,%,1.7%,1.0%,-0.6%,,0.7,0.7,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149762,forexfactory,149762,552,2026-01-23T14:45:00Z,"Jan 23, 2026",8:45am,True,US,USD,Flash Manufacturing PMI,OTHER,high,51.9,51.9,51.8,,,51.9,51.9,51.8,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149774,forexfactory,149774,583,2026-01-23T14:45:00Z,"Jan 23, 2026",8:45am,True,US,USD,Flash Services PMI,OTHER,high,52.5,52.9,52.9,52.5,,52.5,52.9,52.9,52.5,-0.4,-0.007561,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148594,forexfactory,148594,54,2026-01-23T15:00:00Z,"Jan 23, 2026",9:00am,True,US,USD,Revised UoM Consumer Sentiment,OTHER,medium,56.4,54.0,54.0,,,56.4,54.0,54.0,,2.4,0.044444,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148606,forexfactory,148606,238,2026-01-23T15:00:00Z,"Jan 23, 2026",9:00am,True,US,USD,Revised UoM Inflation Expectations,OTHER,low,4.0,,4.2,,%,4.0%,,4.2%,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152105,forexfactory,152105,297,2026-01-23T15:53:00Z,"Jan 23, 2026",Oct Data,False,US,USD,CB Leading Index m/m,OTHER,low,-0.1,,-0.3,-0.2,%,-0.1%,,-0.3%,-0.2%,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152094,forexfactory,152094,297,2026-01-23T15:54:00Z,"Jan 23, 2026",9:54am,True,US,USD,CB Leading Index m/m,OTHER,low,-0.3,-0.2,-0.1,,%,-0.3%,-0.2%,-0.1%,,-0.1,-0.5,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147113,forexfactory,147113,394,2026-01-25T21:00:00Z,"Jan 25, 2026",All Day,False,AU,AUD,Bank Holiday,OTHER,holiday,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150425,forexfactory,150425,316,2026-01-26T09:00:00Z,"Jan 26, 2026",3:00am,True,GE,EUR,German ifo Business Climate,OTHER,medium,87.6,88.3,87.6,,,87.6,88.3,87.6,,-0.7,-0.007928,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152096,forexfactory,152096,851,2026-01-26T11:00:00Z,"Jan 26, 2026",5:00am,True,GE,EUR,German Buba President Nagel Speaks,OTHER,low,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148166,forexfactory,148166,349,2026-01-26T13:30:00Z,"Jan 26, 2026",7:30am,True,US,USD,Durable Goods Orders m/m,OTHER,medium,5.3,3.1,-2.2,-2.1,%,5.3%,3.1%,-2.2%,-2.1%,2.2,0.709677,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148178,forexfactory,148178,350,2026-01-26T13:30:00Z,"Jan 26, 2026",7:30am,True,US,USD,Core Durable Goods Orders m/m,OTHER,medium,0.5,0.3,0.2,0.1,%,0.5%,0.3%,0.2%,0.1%,0.2,0.666667,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152099,forexfactory,152099,851,2026-01-26T13:30:00Z,"Jan 26, 2026",7:30am,True,GE,EUR,German Buba President Nagel Speaks,OTHER,low,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:151386,forexfactory,151386,317,2026-01-26T13:33:00Z,"Jan 26, 2026",7:33am,True,BE,EUR,Belgian NBB Business Climate,OTHER,low,-8.8,-10.2,-11.9,,,-8.8,-10.2,-11.9,,1.4,0.137255,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149946,forexfactory,149946,176,2026-01-26T23:50:00Z,"Jan 26, 2026",5:50pm,True,JN,JPY,SPPI y/y,PPI,low,2.6,2.7,2.7,,%,2.6%,2.7%,2.7%,,-0.1,-0.037037,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150833,forexfactory,150833,116,2026-01-27T00:01:00Z,"Jan 26, 2026",6:01pm,True,UK,GBP,BRC Shop Price Index y/y,OTHER,low,1.5,0.7,0.7,,%,1.5%,0.7%,0.7%,,0.8,1.142857,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147470,forexfactory,147470,323,2026-01-27T00:30:00Z,"Jan 26, 2026",6:30pm,True,AU,AUD,NAB Business Confidence,OTHER,low,3.0,,1.0,2.0,,3,,1,2,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148881,forexfactory,148881,184,2026-01-27T02:00:00Z,"Jan 26, 2026",8:00pm,True,NZ,NZD,Credit Card Spending y/y,OTHER,low,-0.3,,4.7,4.4,%,-0.3%,,4.7%,4.4%,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149898,forexfactory,149898,631,2026-01-27T05:00:00Z,"Jan 26, 2026",11:00pm,True,JN,JPY,BOJ Core CPI y/y,CPI,low,1.9,2.0,2.2,,%,1.9%,2.0%,2.2%,,-0.1,-0.05,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147503,forexfactory,147503,559,2026-01-27T08:00:00Z,"Jan 27, 2026",2:00am,True,SP,EUR,Spanish Unemployment Rate,UNEMPLOYMENT_RATE,low,9.9,10.2,10.5,,%,9.9%,10.2%,10.5%,,-0.3,-0.029412,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:151021,forexfactory,151021,929,2026-01-27T13:15:00Z,"Jan 27, 2026",7:15am,True,US,USD,ADP Weekly Employment Change,ADP,low,7.8,,8.0,,K,7.8K,,8.0K,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148650,forexfactory,148650,240,2026-01-27T14:00:00Z,"Jan 27, 2026",8:00am,True,US,USD,S&P/CS Composite-20 HPI y/y,OTHER,low,1.4,1.2,1.3,,%,1.4%,1.2%,1.3%,,0.2,0.166667,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148662,forexfactory,148662,239,2026-01-27T14:00:00Z,"Jan 27, 2026",8:00am,True,US,USD,HPI m/m,OTHER,low,0.6,0.3,0.4,,%,0.6%,0.3%,0.4%,,0.3,1.0,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146878,forexfactory,146878,208,2026-01-27T15:00:00Z,"Jan 27, 2026",9:00am,True,US,USD,CB Consumer Confidence,OTHER,medium,84.5,90.6,89.1,94.2,,84.5,90.6,89.1,94.2,-6.1,-0.067329,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146967,forexfactory,146967,186,2026-01-27T15:00:00Z,"Jan 27, 2026",9:00am,True,US,USD,Richmond Manufacturing Index,OTHER,medium,-6.0,-5.0,-7.0,,,-6,-5,-7,,-1.0,-0.2,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152097,forexfactory,152097,851,2026-01-27T17:00:00Z,"Jan 27, 2026",11:00am,True,GE,EUR,German Buba President Nagel Speaks,OTHER,low,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152093,forexfactory,152093,645,2026-01-27T21:00:00Z,"Jan 27, 2026",3:00pm,True,US,USD,President Trump Speaks,OTHER,medium,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147058,forexfactory,147058,754,2026-01-27T21:30:00Z,"Jan 27, 2026",3:30pm,True,US,USD,API Weekly Statistical Bulletin,OTHER,low,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148687,forexfactory,148687,306,2026-01-27T23:50:00Z,"Jan 27, 2026",5:50pm,True,JN,JPY,Monetary Policy Meeting Minutes,OTHER,low,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149092,forexfactory,149092,888,2026-01-28T00:30:00Z,"Jan 27, 2026",6:30pm,True,AU,AUD,CPI y/y,CPI,high,3.8,3.5,3.4,,%,3.8%,3.5%,3.4%,,0.3,0.085714,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149106,forexfactory,149106,98,2026-01-28T00:30:00Z,"Jan 27, 2026",6:30pm,True,AU,AUD,CPI m/m,CPI,high,1.0,0.7,0.0,,%,1.0%,0.7%,0.0%,,0.3,0.428571,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149109,forexfactory,149109,99,2026-01-28T00:30:00Z,"Jan 27, 2026",6:30pm,True,AU,AUD,Trimmed Mean CPI m/m,CPI,high,0.2,0.3,0.3,,%,0.2%,0.3%,0.3%,,-0.1,-0.333333,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150473,forexfactory,150473,335,2026-01-28T07:00:00Z,"Jan 28, 2026",1:00am,True,GE,EUR,German GfK Consumer Climate,OTHER,low,-24.1,-25.5,-26.9,,,-24.1,-25.5,-26.9,,1.4,0.054902,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:147372,forexfactory,147372,315,2026-01-28T09:00:00Z,"Jan 28, 2026",3:00am,True,SZ,CHF,UBS Economic Expectations,OTHER,low,-4.7,,6.2,,,-4.7,,6.2,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150439,forexfactory,150439,522,2026-01-28T10:34:00Z,"Jan 28, 2026",4:34am,True,GE,EUR,German 10-y Bond Auction,OTHER,low,,,,,,2.85|1.7,,2.83|1.3,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:151671,forexfactory,151671,495,2026-01-28T14:00:00Z,"Jan 28, 2026",8:00am,True,CH,CNY,CB Leading Index m/m,OTHER,low,-0.1,,-0.3,-0.2,%,-0.1%,,-0.3%,-0.2%,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146531,forexfactory,146531,13,2026-01-28T14:45:00Z,"Jan 28, 2026",8:45am,True,CA,CAD,Overnight Rate,OTHER,high,2.25,2.25,2.25,,%,2.25%,2.25%,2.25%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146539,forexfactory,146539,14,2026-01-28T14:45:00Z,"Jan 28, 2026",8:45am,True,CA,CAD,BOC Rate Statement,OTHER,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146547,forexfactory,146547,414,2026-01-28T14:45:00Z,"Jan 28, 2026",8:45am,True,CA,CAD,BOC Monetary Policy Report,OTHER,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146551,forexfactory,146551,471,2026-01-28T15:30:00Z,"Jan 28, 2026",9:30am,True,CA,CAD,BOC Press Conference,OTHER,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148920,forexfactory,148920,10,2026-01-28T15:30:00Z,"Jan 28, 2026",9:30am,True,US,USD,Crude Oil Inventories,OTHER,low,-2.3,-0.2,3.6,,M,-2.3M,-0.2M,3.6M,,-2.1,-10.5,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146494,forexfactory,146494,1,2026-01-28T19:00:00Z,"Jan 28, 2026",1:00pm,True,US,USD,Federal Funds Rate,FOMC,high,3.75,3.75,3.75,,%,3.75%,3.75%,3.75%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146502,forexfactory,146502,4,2026-01-28T19:00:00Z,"Jan 28, 2026",1:00pm,True,US,USD,FOMC Statement,FOMC,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146514,forexfactory,146514,512,2026-01-28T19:30:00Z,"Jan 28, 2026",1:30pm,True,US,USD,FOMC Press Conference,FOMC,high,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149311,forexfactory,149311,121,2026-01-28T21:45:00Z,"Jan 28, 2026",3:45pm,True,NZ,NZD,Trade Balance,OTHER,low,52.0,30.0,-163.0,-335.0,M,52M,30M,-163M,-335M,22.0,0.733333,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149363,forexfactory,149363,319,2026-01-29T00:00:00Z,"Jan 28, 2026",6:00pm,True,NZ,NZD,ANZ Business Confidence,OTHER,low,64.1,,73.6,,,64.1,,73.6,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148423,forexfactory,148423,258,2026-01-29T00:30:00Z,"Jan 28, 2026",6:30pm,True,AU,AUD,Import Prices q/q,OTHER,low,0.9,-0.2,-0.4,,%,0.9%,-0.2%,-0.4%,,1.1,5.5,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148796,forexfactory,148796,212,2026-01-29T05:00:00Z,"Jan 28, 2026",11:00pm,True,JN,JPY,Consumer Confidence,OTHER,low,37.9,37.1,37.2,,,37.9,37.1,37.2,,0.8,0.021563,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150566,forexfactory,150566,375,2026-01-29T09:00:00Z,"Jan 29, 2026",3:00am,True,EZ,EUR,M3 Money Supply y/y,OTHER,low,2.8,3.0,3.0,,%,2.8%,3.0%,3.0%,,-0.2,-0.066667,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:150567,forexfactory,150567,365,2026-01-29T09:00:00Z,"Jan 29, 2026",3:00am,True,EZ,EUR,Private Loans y/y,OTHER,low,3.0,2.9,2.9,,%,3.0%,2.9%,2.9%,,0.1,0.034483,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146658,forexfactory,146658,118,2026-01-29T13:30:00Z,"Jan 29, 2026",7:30am,True,CA,CAD,Trade Balance,OTHER,low,-2.2,-0.7,-0.6,-0.4,B,-2.2B,-0.7B,-0.6B,-0.4B,-1.5,-2.142857,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:146982,forexfactory,146982,11,2026-01-29T13:30:00Z,"Jan 29, 2026",7:30am,True,US,USD,Unemployment Claims,JOBLESS_CLAIMS,high,209.0,206.0,200.0,210.0,K,209K,206K,200K,210K,3.0,0.014563,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:151745,forexfactory,151745,117,2026-01-29T13:30:00Z,"Jan 29, 2026",7:30am,True,US,USD,Trade Balance,OTHER,low,-56.8,-43.4,-29.4,-29.2,B,-56.8B,-43.4B,-29.4B,-29.2B,-13.4,-0.308756,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152074,forexfactory,152074,156,2026-01-29T13:30:00Z,"Jan 29, 2026",7:30am,True,US,USD,Revised Nonfarm Productivity q/q,OTHER,low,4.9,4.9,4.9,,%,4.9%,4.9%,4.9%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152075,forexfactory,152075,178,2026-01-29T13:30:00Z,"Jan 29, 2026",7:30am,True,US,USD,Revised Unit Labor Costs q/q,OTHER,low,-1.9,-1.9,-1.9,,%,-1.9%,-1.9%,-1.9%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152578,forexfactory,152578,625,2026-01-29T13:30:00Z,"Jan 29, 2026",7:30am,True,US,USD,Goods Trade Balance,OTHER,low,-86.9,,-59.1,-59.0,B,-86.9B,,-59.1B,-59.0B,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:151747,forexfactory,151747,351,2026-01-29T15:00:00Z,"Jan 29, 2026",9:00am,True,US,USD,Factory Orders m/m,OTHER,low,2.7,1.7,-1.3,-1.2,%,2.7%,1.7%,-1.3%,-1.2%,1.0,0.588235,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:151754,forexfactory,151754,154,2026-01-29T15:00:00Z,"Jan 29, 2026",9:00am,True,US,USD,Final Wholesale Inventories m/m,OTHER,low,0.2,0.2,0.2,,%,0.2%,0.2%,0.2%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148737,forexfactory,148737,26,2026-01-29T15:30:00Z,"Jan 29, 2026",9:30am,True,US,USD,Natural Gas Storage,OTHER,low,-242.0,-237.0,-120.0,,B,-242B,-237B,-120B,,-5.0,-0.021097,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:144599,forexfactory,144599,459,2026-01-29T21:00:00Z,"Jan 29, 2026",3:00pm,True,US,USD,Treasury Currency Report,OTHER,medium,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:152577,forexfactory,152577,645,2026-01-29T21:30:00Z,"Jan 29, 2026",3:30pm,True,US,USD,President Trump Speaks,OTHER,medium,,,,,,,,,,,,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:148824,forexfactory,148824,63,2026-01-29T23:30:00Z,"Jan 29, 2026",5:30pm,True,JN,JPY,Unemployment Rate,UNEMPLOYMENT_RATE,low,2.6,2.6,2.6,,%,2.6%,2.6%,2.6%,,0.0,0.0,0,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149922,forexfactory,149922,175,2026-01-29T23:30:00Z,"Jan 29, 2026",5:30pm,True,JN,JPY,Tokyo Core CPI y/y,CPI,medium,2.0,2.2,2.3,,%,2.0%,2.2%,2.3%,,-0.2,-0.090909,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149666,forexfactory,149666,225,2026-01-29T23:50:00Z,"Jan 29, 2026",5:50pm,True,JN,JPY,Prelim Industrial Production m/m,OTHER,low,-0.1,-0.4,-2.6,-2.7,%,-0.1%,-0.4%,-2.6%,-2.7%,0.3,0.75,1,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
forexfactory:149702,forexfactory,149702,115,2026-01-29T23:50:00Z,"Jan 29, 2026",5:50pm,True,JN,JPY,Retail Sales y/y,RETAIL_SALES,low,-0.9,0.7,1.0,1.1,%,-0.9%,0.7%,1.0%,1.1%,-1.6,-2.285714,2,https://www.forexfactory.com/calendar?month=jan.2026,2026-09-02T16:37:26Z
